libname,address,city,zip,cnty,sq_feet,longitude,latitude
UNIVERSITY PARK PUBLIC LIBRARY,"8383 PLAZA AT PRESTON CENTER, SUITE",DALLAS,75225,DALLAS,16000,-96.8032,32.8641
GONZALES PUBLIC LIBRARY,301 SAINT JOSEPH ST,GONZALES,78629,GONZALES,13700,-97.4518,29.49947
BREMOND PUBLIC LIBRARY,115 S MAIN ST,BREMOND,76629,ROBERTSON,1000,-96.6755,31.1662
GRAPELAND PUBLIC LIBRARY,212 N OAK ST,GRAPELAND,75844,HOUSTON,7000,-95.4812,31.4917
LIBERTY HILL PUBLIC LIBRARY,355 LOOP 332,LIBERTY HILL,78642,WILLIAMSON,2400,-97.9116,30.66529
NANCY NAIL MEMORIAL LIBRARY,124 S PEARL ST,MART,76664,MCLENNAN,5760,-96.8332,31.54205
WHITE OAK SCHOOL COMMUNITY LIBRARY,200 S WHITE OAK RD,WHITE OAK,75693,GREGG,6233,-94.8616,32.52827
WASKOM PUBLIC LIBRARY,103 WASKOM AVE,WASKOM,75692,HARRISON,2272,-94.0644,32.48012
OLTON AREA LIBRARY,701 MAIN ST,OLTON,79064,LAMB,3451,-102.134,34.18139
COLLEYVILLE PUBLIC LIBRARY,110 MAIN ST,COLLEYVILLE,76034,TARRANT,24000,-97.1573,32.88442
GARWOOD MEMORIAL LIBRARY,512 ARTHUR ST,GARWOOD,77442,COLORADO,864,-96.3952,29.44858
CF GOODWIN PUBLIC LIBRARY,309 N ARCH ST,ROYSE CITY,75189,ROCKWALL,5000,-96.3316,32.97655
ONALASKA PUBLIC LIBRARY,372 S FM 356 STE 103,ONALASKA,77360,POLK,1635,-95.116,30.80771
TRI-COMMUNITY LIBRARY,6910 HWY 80,PRAIRIE LEA,78661,CALDWELL,1200,-97.7527,29.73108
BEE CAVE PUBLIC LIBRARY,4000 GALLERIA PKWY,BEE CAVE,78738,TRAVIS,4200,-97.9401,30.30879
RED OAK PUBLIC LIBRARY,200 LAKEVIEW PKWY,RED OAK,75154,ELLIS,950,-96.8259,32.51437
HASLET PUBLIC LIBRARY,100 GAMMILL ST,HASLET,76052,TARRANT,3600,-97.3489,32.97394
BRECKENRIDGE LIBRARY,209 N BRECKENRIDGE AVE,BRECKENRIDGE,76424,STEPHENS,7735,-98.9026,32.75644
SHERIDAN MEMORIAL LIBRARY,5805 S LOGAN PARK DR,SHERIDAN,77475,COLORADO,1000,-96.6723,29.49382
EAST TRAVIS GATEWAY LIBRARY DISTRICT,13512 FM 812,DEL VALLE,78617,TRAVIS,3978,-97.6394,30.12421
GARFIELD LIBRARY,5121 ALBERT BROWN DR,DEL VALLE,78617,TRAVIS,1468,-97.5606,30.18766
KERENS LIBRARY,121 S COLKET ST,KERENS,75144,NAVARRO,3500,-96.2275,32.13115
LUCILE TEAGUE LIBRARY,201 S BRITTON ST STE 2,TOM BEAN,75489,GRAYSON,1687,-96.4847,33.51963
RUBE SESSIONS MEMORIAL LIBRARY,298 RUSK AVE,WELLS,75976,CHEROKEE,4000,-94.9436,31.4907
HUTTO PUBLIC LIBRARY,500 W LIVE OAK ST,HUTTO,78634,WILLIAMSON,4500,-97.5499,30.54621
HUTTO PUBLIC LIBRARY BOOKMOBILE,500 WEST LIVE OAK ST.,HUTTO,78634,WILLIAMSON,-4,-97.5499,30.54621
VAN COMMUNITY LIBRARY,310 CHESTNUT DR,VAN,75790,VAN ZANDT,2600,-95.6212,32.52762
ROBERTSON COUNTY LIBRARY,315 E DECHERD,FRANKLIN,77856,ROBERTSON,1360,-96.4848,31.0272
SAINT JO PUBLIC LIBRARY,201 E HOWELL ST,SAINT JO,76265,MONTAGUE,2500,-97.5223,33.69585
PENITAS PUBLIC LIBRARY,1111 S MAIN ST,PENITAS,78576,HIDALGO,4796,-98.4448,26.23149
CELINA PUBLIC LIBRARY,142 N OHIO DR,CELINA,75009,COLLIN,2400,-96.7867,33.32446
HARPER LIBRARY,23247 US HWY 290 W,HARPER,78631,GILLESPIE,4000,-99.2454,30.29999
CHANDLER PUBLIC LIBRARY,900 E HWY 31,CHANDLER,78758,HENDERSON,3500,-95.4671,32.31038
GUNTER LIBRARY AND MUSEUM,110 S STATE HIGHWAY 289 STE 4,GUNTER,75058,GRAYSON,800,-96.7429,33.44619
SHALLOWATER SCHOOL COUNTY LIBRARY,1202 12TH ST,SHALLOWATER,79363,LUBBOCK,3234,-101.992,33.69372
HUGHES SPRINGS AREA PUBLIC LIBRARY,215 E FIRST ST,HUGHES SPRINGS,75656,CASS,4698,-94.6301,32.99814
CITY OF GARDEN RIDGE LIBRARY,9400 MUNICIPAL PKWY,GARDEN RIDGE,78266,COMAL,3000,-98.3013,29.6392
BEDIAS PUBLIC LIBRARY,3348 MAIN ST,BEDIAS,77831,GRIMES,2700,-95.9515,30.7756
TIMPSON PUBLIC LIBRARY,520 AUSTIN ST,TIMPSON,75975,SHELBY,7094,-94.396,31.90512
WESTWORTH VILLAGE PUBLIC LIBRARY,311 BURTON HILL RD,WESTWORTH VILLAGE,76114,TARRANT,1434,-97.408,32.75583
BIBLIOTECH,3505 PLEASANTON RD,SAN ANTONIO,78205,BEXAR,4883,-98.5039,29.3445
BIBLIOTECH CENTRAL JURY ROOM,100 DOLOROSA,SAN ANTONIO,78205,BEXAR,170,-98.493,29.42378
BIBLIOTECH SOUTH,3505 PLEASANTON RD,SAN ANTONIO,78221,BEXAR,4883,-98.5039,29.3445
BIBLIOTECH WEST DR RICARDO ROMO BRANCH,2003 S ZARZAMORA,SAN ANTONIO,78207,BEXAR,2100,-98.5299,29.40494
BIBLIOTECH EAST,1203 N WALTERS ST,SAN ANTONIO,78202,BEXAR,4200,-98.4522,29.4293
MARATHON PUBLIC LIBRARY,106 N 3RD ST,MARATHON,79842,BREWSTER,723,-103.244,30.20832
NATALIA VETERANS MEMORIAL LIBRARY,501 THIRD ST,NATALIA,78059,MEDINA,1800,-98.8608,29.18988
SPICEWOOD LIBRARY,1011 SPUR 191,SPICEWOOD,78669,BURNET,2520,-98.1558,30.47418
MARTINDALE COMMUNITY LIBRARY,411 MAIN ST,MARTINDALE,78655,CALDWELL,880,-97.844,29.83995
BEAVER PUBLIC LIBRARY,55 WEST CENTER STREET,BEAVER,84713,BEAVER,4208,-112.642,38.27412
MILFORD PUBLIC LIBRARY,400 SOUTH 100 WEST,MILFORD,84751,BEAVER,4000,-113.012,38.39422
MINERSVILLE PUBLIC LIBRARY,40 WEST MAIN STREET,MINERSVILLE,84752,BEAVER,1878,-112.924,38.21556
BOX ELDER COUNTY/WILLARD LIBRARY,80 WEST 50 SOUTH,WILLARD,84340,BOX ELDER,1215,-112.038,41.40855
BOX ELDER COUNTY BOOKMOBILE LIBRARY,80 WEST 50 SOUTH,WILLARD,84340,BOX ELDER,-4,-112.038,41.40855
BRIGHAM CITY LIBRARY,26 EAST FOREST STREET,BRIGHAM CITY,84302,BOX ELDER,12000,-112.015,41.50997
GARLAND PUBLIC LIBRARY,86 WEST FACTORY ROAD,GARLAND,84312,BOX ELDER,2729,-112.163,41.74102
TREMONTON CITY LIBRARY,210 NORTH TREMONT STREET,TREMONTON,84337,BOX ELDER,3187,-112.166,41.71431
HYRUM CITY LIBRARY,50 W MAIN STREET,HYRUM,84319,CACHE,13000,-111.856,41.63412
LEWISTON PUBLIC LIBRARY,33 SOUTH MAIN STREET,LEWISTON,84320,CACHE,5532,-111.856,41.97515
LOGAN LIBRARY,255 NORTH MAIN STREET,LOGAN,84321,CACHE,23556,-111.834,41.7363
RICHMOND PUBLIC LIBRARY,38 WEST MAIN STREET,RICHMOND,84333,CACHE,2700,-111.809,41.92265
SMITHFIELD LIBRARY,25 NORTH MAIN STREET,SMITHFIELD,84335,CACHE,4066,-111.832,41.83752
CARBON COUNTY BOOKMOBILE LIBRARY,19 SOUTH MAIN STREET,HELPER,84526,CARBON,-4,-110.854,39.6876
HELPER CITY LIBRARY,19 SOUTH MAIN STREET,HELPER,84526,CARBON,1781,-110.854,39.6876
PRICE CITY LIBRARY,159 EAST MAIN STREET,PRICE,84501,CARBON,10320,-110.808,39.59957
DAVIS COUNTY LIBRARY HEADQUARTERS,133 S MAIN STREET,FARMINGTON,84025,DAVIS,20173,-111.887,40.97812
DAVIS COUNTY LIBRARY CENTRAL BRANCH,155 NORTH WASATCH DR,LAYTON,84041,DAVIS,15000,-111.961,41.06162
DAVIS COUNTY LIBRARY NORTH BRANCH,562 SOUTH 1000 EAST,CLEARFIELD,84015,DAVIS,24000,-112.006,41.1055
DAVIS COUNTY LIBRARY SOUTH BRANCH,725 SOUTH MAIN STREET,BOUNTIFUL,84010,DAVIS,24000,-111.88,40.88188
DAVIS COUNTY LIBRARY SYRACUSE NORTHWEST BRANCH,1875 SOUTH 200 WEST,SYRACUSE,84075,DAVIS,8100,-112.061,41.11089
DAVIS COUNTY LIBRARY KAYSVILLE BRANCH,215 N FAIRFIELD RD,KAYSVILLE,84037,DAVIS,6000,-111.935,41.03909
DAVIS COUNTY LIBRARY CENTERVILLE BRANCH,45 SOUTH 400 WEST,CENTERVILLE,84014,DAVIS,10200,-111.885,40.91664
ROOSEVELT BRANCH LIBRARY,70 WEST LAGOON,ROOSEVELT,84066,DUCHESNE,4300,-109.993,40.29948
DUCHESNE BRANCH LIBRARY,"130 SOUTH CENTER STREET, SUITE A",DUCHESNE,84021,DUCHESNE,3827,-110.401,40.16199
EMERY COUNTY LIBRARY CASTLE DALE BRANCH,145 NORTH 100 EAST,CASTLE DALE,84513,EMERY,2800,-111.017,39.21381
EMERY COUNTY LIBRARY CLEVELAND BRANCH,45 WEST MAIN STREET,CLEVELAND,84518,EMERY,2400,-110.853,39.34869
EMERY COUNTY LIBRARY ELMO BRANCH,100 EAST MAIN STREET,ELMO,84521,EMERY,2400,-110.817,39.38959
EMERY COUNTY LIBRARY EMERY BRANCH,100 NORTH CENTER STREET,EMERY,84522,EMERY,2400,-111.248,38.92467
EMERY COUNTY LIBRARY FERRON BRANCH,55 NORTH 200 WEST,FERRON,84523,EMERY,2400,-111.136,39.09088
EMERY COUNTY LIBRARY GREEN RIVER BRANCH,85 SOUTH LONG STREET,GREEN RIVER,84525,EMERY,2400,-110.162,38.99453
EMERY COUNTY LIBRARY HUNTINGTON BRANCH,92 SOUTH MAIN STREET,HUNTINGTON,84528,EMERY,3000,-110.964,39.32482
EMERY COUNTY LIBRARY ORANGEVILLE BRANCH,125 SOUTH MAIN STREET,ORANGEVILLE,84537,EMERY,2400,-111.053,39.22592
PANGUITCH CITY LIBRARY,25 SOUTH 200 EAST,PANGUITCH,84759,GARFIELD,8000,-112.431,37.82236
GRAND COUNTY PUBLIC LIBRARY,257 EAST CENTER STREET,MOAB,84532,GRAND,13783,-109.545,38.5733
GRAND COUNTY PUBLIC LIBRARY CASTLE VALLEY BRANCH,975 CASTLE VALLEY DR,CASTLE VALLEY,84532,GRAND,500,-109.424,38.65178
IRON COUNTY BOOKMOBILE LIBRARY,4763 NORTH SANTA FE TRAIL,ENOCH,84720,IRON,10000,-113.043,37.76407
IRON COUNTY BOOKMOBILE LIBRARY,4763 NORTH SANTA FE TRAIL,ENOCH,84720,IRON,-4,-113.043,37.76407
CEDAR CITY PUBLIC LIBRARY,303 NORTH 100 EAST,CEDAR CITY,84721,IRON,29000,-113.06,37.6827
PAROWAN PUBLIC LIBRARY,16 SOUTH MAIN STREET,PAROWAN,84761,IRON,6000,-112.827,37.84185
JUAB COUNTY BOOKMOBILE LIBRARY,79 NORTH 100 WEST,BICKNELL,84715,JUAB,-4,-111.546,38.3417
NEPHI PUBLIC LIBRARY,21 EAST 100 NORTH,NEPHI,84648,JUAB,4000,-111.835,39.71006
KANE COUNTY BOOKMOBILE LIBRARY,25 SOUTH 200 EAST,PANGUITCH,84759,KANE,-4,-112.431,37.82236
KANAB CITY LIBRARY,374 NORTH MAIN STREET,KANAB,84741,KANE,7000,-112.528,37.05455
MILLARD COUNTY BOOKMOBILE LIBRARY,90 NORTH 200 WEST,DELTA,84624,MILLARD,-4,-112.579,39.35392
DELTA CITY LIBRARY,76 NORTH 200 WEST,DELTA,84624,MILLARD,9272,-112.579,39.35372
PRESIDENT MILLARD FILLMORE LIBRARY,25 SOUTH 100 WEST,FILLMORE,84631,MILLARD,5814,-112.326,38.96831
MORGAN COUNTY LIBRARY,50 NORTH 100 WEST,MORGAN,84050,MORGAN,10627,-111.679,41.03637
PIUTE COUNTY BOOKMOBILE LIBRARY,79 NORTH 100 WEST,BICKNELL,84715,PIUTE,-4,-111.546,38.3417
RICH COUNTY BOOKMOBILE LIBRARY,20 NORTH MAIN STREET,RANDOLPH,84064,RICH,-4,-111.184,41.66585
RICH COUNTY/RANDOLPH LIBRARY,20 NORTH MAIN STREET,RANDOLPH,84064,RICH,2829,-111.184,41.66585
SANPETE COUNTY BOOKMOBILE LIBRARY,75 SOUTH STATE STREET,FAIRVIEW,84629,SANPETE,-4,-111.439,39.62924
SANPETE COUNTY/FAIRVIEW LIBRARY,75 SOUTH STATE STREET,FAIRVIEW,84629,SANPETE,902,-111.439,39.62924
EPHRAIM PUBLIC LIBRARY,30 SOUTH MAIN STREET,EPHRAIM,84627,SANPETE,8150,-111.587,39.35926
GUNNISON CIVIC LIBRARY,38 WEST CENTER STREET,GUNNISON,84634,SANPETE,1215,-111.819,39.15522
MANTI CITY LIBRARY,02 SOUTH MAIN STREET,MANTI,84642,SANPETE,4548,-111.637,39.26535
MT. PLEASANT PUBLIC LIBRARY,24 EAST MAIN STREET,MT. PLEASANT,84647,SANPETE,4001,-111.454,39.54678
SEVIER COUNTY BOOKMOBILE LIBRARY,79 NORTH 100 WEST,BICKNELL,84715,SEVIER,-4,-111.546,38.3417
MONROE PUBLIC LIBRARY,55 NORTH MAIN STREET,MONROE,84754,SEVIER,3230,-112.121,38.63296
RICHFIELD PUBLIC LIBRARY,83 EAST CENTER STREET,RICHFIELD,84701,SEVIER,4250,-112.083,38.76812
SALINA PUBLIC LIBRARY,90 WEST MAIN STREET,SALINA,84654,SEVIER,2700,-111.861,38.95762
MURRAY PUBLIC LIBRARY,166 EAST 5300 SOUTH,MURRAY,84107,SALT LAKE,19000,-111.886,40.65608
SALT LAKE CITY PUBLIC LIBRARY MAIN LIBRARY,210 EAST 400 SOUTH,SALT LAKE CITY,84111,SALT LAKE,240000,-111.885,40.76052
SALT LAKE CITY PUBLIC LIBRARY ANDERSON-FOOTHILL BRANCH,1135 SOUTH 2100 EAST,SALT LAKE CITY,84108,SALT LAKE,15000,-111.83,40.74454
SALT LAKE CITY PUBLIC LIBRARY CORINNE AND JACK SWEET BRANCH,455 F STREET,SALT LAKE CITY,84103,SALT LAKE,8680,-111.876,40.77981
SALT LAKE CITY PUBLIC LIBRARY CHAPMAN BRANCH,577 SOUTH 900 WEST,SALT LAKE CITY,84104,SALT LAKE,8900,-111.916,40.7568
SALT LAKE CITY PUBLIC LIBRARY DAY-RIVERSIDE BRANCH,1575 WEST 1000 NORTH,SALT LAKE CITY,84116,SALT LAKE,13000,-111.936,40.791
SALT LAKE CITY PUBLIC LIBRARY SPRAGUE BRANCH,2131 SOUTH 1100 EAST,SALT LAKE CITY,84106,SALT LAKE,13058,-111.859,40.72476
SALT LAKE CITY PUBLIC LIBRARY GLENDALE BRANCH,1375 SOUTH CONCORD,SALT LAKE CITY,84104,SALT LAKE,20000,-111.927,40.73916
SALT LAKE CITY PUBLIC LIBRARY MARMALADE BRANCH,280 WEST 500 NORTH,SALT LAKE CITY,84103,SALT LAKE,18600,-111.899,40.78024
MILLCREEK COMMUNITY CENTER LIBRARY,2266 EVERGREEN AVENUE,SALT LAKE CITY,84109,SALT LAKE,20000,-111.825,40.69669
HOLLADAY LIBRARY,2150 EAST MURRAY-HOLLADAY ROAD,SALT LAKE CITY,84117,SALT LAKE,14432,-111.829,40.66662
KEARNS LIBRARY,5350 SOUTH 4220 WEST,KEARNS,84118,SALT LAKE,11346,-111.991,40.6537
MAGNA LIBRARY,2675 SOUTH 8950 WEST,MAGNA,84044,SALT LAKE,20000,-112.104,40.71161
TAYLORSVILLE LIBRARY,4870 SOUTH 2700 WEST,TAYLORSVILLE,84118,SALT LAKE,12500,-111.957,40.66357
RIVERTON LIBRARY,12877 SOUTH 1830 WEST,RIVERTON,84065,SALT LAKE,13400,-111.941,40.51731
SANDY LIBRARY,10100 SOUTH PETUNIA WAY,SANDY,84092,SALT LAKE,26200,-111.85,40.56793
CALVIN S. SMITH LIBRARY,810 EAST 3300 SOUTH,SALT LAKE CITY,84106,SALT LAKE,6822,-111.868,40.69985
SOUTH JORDAN LIBRARY,10673 SOUTH REDWOOD RD,SOUTH JORDAN,84095,SALT LAKE,20000,-111.938,40.55729
COLUMBUS LIBRARY,2530 SOUTH 500 EAST,SOUTH SALT LAKE,84106,SALT LAKE,9000,-111.876,40.71558
RUTH V. TYLER LIBRARY,8041 SOUTH WOOD STREET,MIDVALE,84047,SALT LAKE,11346,-111.893,40.60535
WEST JORDAN LIBRARY,8030 S 1825 W,WEST JORDAN,84088,SALT LAKE,71660,-111.941,40.60423
WEST VALLEY LIBRARY,2880 WEST 3650 SOUTH,WEST VALLEY CITY,84119,SALT LAKE,13619,-111.961,40.69296
WHITMORE LIBRARY,2197 EAST FORT UNION BLVD,SALT LAKE CITY,84121,SALT LAKE,47176,-111.827,40.62402
DRAPER LIBRARY,1136 EAST PIONEER RD,DRAPER,84020,SALT LAKE,20129,-111.858,40.52528
HUNTER LIBRARY,4740 WEST 4100 SOUTH,WEST VALLEY CITY,84120,SALT LAKE,19500,-112.003,40.68207
BINGHAM CREEK LIBRARY,4834 WEST 9000 SOUTH,WEST JORDAN,84088,SALT LAKE,18705,-112.005,40.58795
HERRIMAN LIBRARY,5380 W HERRIMAN MAIN STREET,HERRIMAN,84096,SALT LAKE,20302,-112.02,40.51562
SOUTH MAIN HEALTH CLINIC LIBRARY,3690 S MAIN STREET,SALT LAKE CITY,84115,SALT LAKE,700,-111.891,40.69119
SAN JUAN COUNTY LIBRARY BLANDING BRANCH,25 WEST 300 SOUTH,BLANDING,84511,SAN JUAN,4044,-109.478,37.62108
SAN JUAN COUNTY LIBRARY MONTICELLO BRANCH,80 NORTH MAIN STREET,MONTICELLO,84535,SAN JUAN,5054,-109.342,37.87369
SAN JUAN COUNTY LIBRARY LA SAL BRANCH,MILE MARKER 9 HWY 46,LA SAL,84530,SAN JUAN,130,-109.182,38.34385
SAN JUAN COUNTY LIBRARY BLUFF BRANCH,480 E BLACK LOCUST,BLUFF,84512,SAN JUAN,900,-109.554,37.28436
SAN JUAN COUNTY LIBRARY MONTEZUMA CREEK BRANCH,5TH EAST STREET,MONTEZUMA CREEK,84534,SAN JUAN,600,-109.306,37.26192
SAN JUAN COUNTY LIBRARY MONUMENT VALLEY BRANCH,US STATE HIGHWAY #163,MONUMENT VALLEY,84536,SAN JUAN,3000,-110.173,37.00287
SAN JUAN COUNTY LIBRARY NAVAJO MOUNTAIN BRANCH,NAVAJO ROUTE #16 NAVAJO MOUNTAIN RD,NAVAJO MOUNTAIN,84536,SAN JUAN,2000,-110.19,37.00944
SUMMIT COUNTY LIBRARY COALVILLE BRANCH,82 NORTH 50 EAST,COALVILLE,84017,SUMMIT,3000,-111.398,40.91891
SUMMIT COUNTY LIBRARY KAMAS BRANCH,110 NORTH MAIN STREET,KAMAS,84036,SUMMIT,1400,-111.28,40.64502
SUMMIT COUNTY BOOKMOBILE LIBRARY,1885 W UTE BLVD,PARK CITY,84098,SUMMIT,-4,-111.545,40.7244
SUMMIT COUNTY LIBRARY MAIN LIBRARY,1885 W UTE BLVD,PARK CITY,84098,SUMMIT,10385,-111.545,40.7244
PARK CITY LIBRARY,1255 PARK AVENUE,PARK CITY,84060,SUMMIT,54000,-111.502,40.65166
TOOELE CITY PUBLIC LIBRARY,128 WEST VINE STREET,TOOELE,84074,TOOELE,19800,-112.302,40.53064
UINTAH COUNTY LIBRARY,204 EAST 100 NORTH,VERNAL,84078,UINTAH,32000,-109.524,40.45718
UINTAH COUNTY REGIONAL HISTORY LIBRARY,204 EAST 100 NORTH,VERNAL,84078,UINTAH,4000,-109.524,40.45718
UTAH COUNTY BOOKMOBILE LIBRARY,125 WEST 400 NORTH,MAPLETON,84664,UTAH,-4,-111.58,40.13405
UTAH COUNTY/MAPLETON LIBRARY,125 WEST 400 NORTH,MAPLETON,84664,UTAH,2745,-111.58,40.13405
AMERICAN FORK CITY LIBRARY,64 SOUTH 100 EAST,AMERICAN FORK,84003,UTAH,38200,-111.795,40.37532
LEHI CITY PUBLIC LIBRARY,120 NORTH CENTER STREET,LEHI,84043,UTAH,18676,-111.849,40.38876
OREM PUBLIC LIBRARY,58 NORTH STATE STREET,OREM,84057,UTAH,63000,-111.695,40.29743
PAYSON CITY LIBRARY,66 SOUTH MAIN STREET,PAYSON,84651,UTAH,7544,-111.732,40.04291
PLEASANT GROVE PUBLIC LIBRARY,30 EAST CENTER STREET,PLEASANT GROVE,84062,UTAH,13686,-111.74,40.36391
PROVO CITY LIBRARY,550 NORTH UNIVERSITY AVENUE,PROVO,84601,UTAH,99000,-111.658,40.24116
SANTAQUIN CITY LIBRARY,20 WEST 100 SOUTH,SANTAQUIN,84655,UTAH,3548,-111.785,39.97401
SPANISH FORK PUBLIC LIBRARY,49 SOUTH MAIN STREET,SPANISH FORK,84660,UTAH,12000,-111.654,40.10915
SPRINGVILLE PUBLIC LIBRARY,45 SOUTH MAIN STREET,SPRINGVILLE,84663,UTAH,48000,-111.61,40.16592
WASHINGTON COUNTY LIBRARY HEADQUARTERS,88 WEST 100 SOUTH,ST. GEORGE,84770,WASHINGTON,31329,-113.585,37.10652
WASHINGTON COUNTY LIBRARY HURRICANE VALLEY BR,36 SOUTH 300 WEST,HURRICANE,84737,WASHINGTON,13282,-113.293,37.17587
WASHINGTON COUNTY LIBRARY SPRINGDALE BRANCH,898 ZION PARK BLVD,SPRINGDALE,84767,WASHINGTON,9243,-112.999,37.18885
WASHINGTON COUNTY LIBRARY ENTERPRISE BRANCH,393 SOUTH 200 EAST,ENTERPRISE,84725,WASHINGTON,4127,-113.716,37.56712
WASHINGTON COUNTY LIBRARY NEW HARMONY BRANCH,34 SOUTH 2900 EAST,NEW HARMONY,84757,WASHINGTON,2992,-113.242,37.48125
WASHINGTON COUNTY LIBRARY SANTA CLARA BRANCH,1099 N LAVA FLOW DRIVE,ST. GEORGE,84770,WASHINGTON,17505,-113.633,37.1288
WASHINGTON COUNTY LIBRARY WASHINGTON CITY BRANCH,220 N 300 E,WASHINGTON,84780,WASHINGTON,14114,-113.504,37.1344
WASHINGTON COUNTY LIBRARY HILDALE BRANCH,440 EAST NEWEL AVENUE,HILDALE,84784,WASHINGTON,5348,-112.963,37.00546
WASATCH COUNTY LIBRARY,465 EAST 1200 SOUTH,HEBER CITY,84032,WASATCH,25000,-111.405,40.49282
WAYNE COUNTY BOOKMOBILE LIBRARY,79 NORTH 100 WEST,BICKNELL,84715,WAYNE,-4,-111.546,38.3417
WAYNE COUNTY/BICKNELL LIBRARY,79 NORTH 100 WEST,BICKNELL,84715,WAYNE,1180,-111.546,38.3417
WEBER COUNTY MAIN LIBRARY,2464 JEFFERSON AVE,OGDEN,84401,WEBER,55680,-111.964,41.22132
WEBER COUNTY LIBRARY NORTH BRANCH,475 E 2600 N,OGDEN,84414,WEBER,23040,-111.965,41.30582
WEBER COUNTY LIBRARY SOUTHWEST BRANCH,2039 W 4000 S,ROY,84067,WEBER,73625,-112.029,41.19066
WEBER COUNTY LIBRARY OGDEN VALLEY BRANCH,131 S 7400 E,HUNTSVILLE,84317,WEBER,19600,-111.77,41.26179
WEBER COUNTY LIBRARY PLEASANT VALLEY BRANCH,5568 S ADAMS AVE PKWY,OGDEN,84405,WEBER,33619,-111.967,41.16277
NORTH LOGAN PUBLIC LIBRARY,475 EAST 2500 NORTH,NORTH LOGAN,84341,CACHE,11200,-111.821,41.77775
HIGHLAND CITY LIBRARY,"5400 W CIVIC CENTER DR, SUITE 2",HIGHLAND,84003,UTAH,3500,-111.788,40.42856
SALEM CITY LIBRARY,59 SOUTH MAIN STREET,SALEM,84653,UTAH,4150,-111.673,40.05373
GARDEN CITY LIBRARY,"69 N PARADISE PARKWAY, BUILDING A",GARDEN CITY,84028,RICH,2526,-111.4,41.94787
SARATOGA SPRINGS PUBLIC LIBRARY,1307 N COMMERCE DR,SARATOGA SPRINGS,84045,UTAH,2940,-111.913,40.38529
NEWTON TOWN LIBRARY,51 SOUTH CENTER STREET,NEWTON,84327,CACHE,1500,-111.988,41.86133
EAGLE MOUNTAIN PUBLIC LIBRARY,1650 E STAGECOACH RUN,EAGLE MOUNTAIN,84005,UTAH,4872,-112.012,40.30988
GRANTSVILLE CITY LIBRARY,42 NORTH BOWERY STREET,GRANTSVILLE,84029,TOOELE,10500,-112.446,40.60082
MENDON LIBRARY,15 N MAIN STREET,MENDON,84325,CACHE,1400,-111.976,41.7082
GARFIELD COUNTY BOOKMOBILE LIBRARY,25 SOUTH 200 EAST,PANGUITCH,84759,GARFIELD,-4,-112.431,37.82236
"CHARLES E. BEATLEY, JR. CENTRAL LIBRARY",5005 DUKE STREET,ALEXANDRIA,22304,ALEXANDRIA,58580,-77.1185,38.81205
ELLEN COOLIDGE BURKE BRANCH LIBRARY,4701 SEMINARY ROAD,ALEXANDRIA,22304,ALEXANDRIA,10180,-77.1101,38.82748
"JAMES M. DUNCAN, JR. BRANCH LIBRARY",2501 COMMONWEALTH AVENUE,ALEXANDRIA,22301,ALEXANDRIA,14500,-77.0609,38.82757
LOCALHISTORY/SPECIAL COLLECTION,717 QUEEN STREET,ALEXANDRIA,22314,ALEXANDRIA,4928,-77.0466,38.8074
TALKING BOOKS SERVICE,5005 DUKE STREET,ALEXANDRIA,22304,ALEXANDRIA,1620,-77.1185,38.81205
KATE WALLER BARRETT BRANCH,717 QUEEN STREET,ALEXANDRIA,22314,ALEXANDRIA,20072,-77.0466,38.8074
ALEXANDRIA LAW LIBRARY,520 KING STREET,ALEXANDRIA,23214,ALEXANDRIA,-1,-77.0453,38.80462
AMHERST COUNTY PUBLIC LIBRARY,382 SOUTH MAIN STREET,AMHERST,24521,AMHERST,15000,-79.0583,37.58085
MADISON HEIGHTS LIBRARY,200 RIVER JAMES SHOPPING CENTER,MADISON HEIGHTS,24572,AMHERST,8000,-79.1265,37.43383
J. ROBERT JAMERSON MEMORIAL LIBRARY,157 MAIN STREET,APPOMATTOX,24522,APPOMATTOX,5446,-78.8287,37.35388
MAUDE LANGHORNE NELSON LIBRARY,209 E. CAWSON STREET,HOPEWELL,23860,HOPEWELL,36000,-77.287,37.30471
DINWIDDIE BRANCH LIBRARY,14103 BOYDTON PLANK ROAD,DINWIDDIE C.H.,23841,DINWIDDIE,2000,-77.5871,37.07783
MCKENNEY BRANCH LIBRARY,20916 OLD SCHOOL ROAD,MCKENNEY,23872,DINWIDDIE,2488,-77.7255,36.98428
BURROWSVILLE BRANCH LIBRARY,1807 JAMES RIVER DRIVE,DISPUTANTA,23842,PRINCE GEORGE,1475,-77.2493,37.15623
CARSON DEPOT LIBRARY,16101 HALLIGAN PARK ROAD,CARSON,23830,PRINCE GEORGE,1450,-77.3945,37.03563
ROHOIC BRANCH LIBRARY,7301-A BOYDTON PLANK ROAD,PETERSBURG,23803,DINWIDDIE,2700,-77.503,37.17192
DISPUTANTA STATION LIBRARY,10010 COUNTY DRIVE,DISPUTANTA,23842,PRINCE GEORGE,1200,-77.2267,37.12464
PRINCE GEORGE BRANCH LIBRARY,6605 COURTS DRIVE,PRINCE GEORGE,23875,PRINCE GEORGE,12000,-77.287,37.22372
CENTRAL LIBRARY,1015 N QUINCY ST,ARLINGTON,22201,ARLINGTON,89000,-77.1078,38.88358
